"id","zone_name"
130404,"KVG Betriebshof"
130405,"Hohwachter Weg"
130408,"Heintzestraße"
130409,"Oldesloer Straße"
130410,"Kehrwieder"
140101,"Hamburger Chaussee"
140301,"Hammer Südwest"
140302,"Hammerbusch"
140405,"Hasseer Str. West"
140303,"Hammer Ost"
140304,"Hammer Nordwest"
140401,"Drachensee"
140402,"Speckenbeker Weg"
140403,"Töpfergrube"
140404,"GemS Hassee - Rudolf-Steiner-Schule"
140407,"Hasseer Str. Ost"
140408,"Rendsburger Lstr Ost"
140409,"Gärtnerstraße"
140410,"Kl.garten Winterbeker Weg"
140411,"Christianistraße"
140412,"Uhlenkrog"
140413,"Neuenrade"
140414,"Saarbrückenstraße"
140415,"CITTI"
140501,"Gedenkstätte"
140502,"Achterwehrer Straße"
150101,"Gorch-Fock-Schule"
150102,"Julienluster Weg"
150103,"Hofholzallee Süd"
160006,"Havemeisterstraße"
150104,"Hofholzallee Nord"
150105,"Gewerbegebiet Wittland"
150106,"Kollhorster Weg"
150201,"Bahrenbrooker Weg"
150202,"Klingkoppel"
150203,"Voßhörn"
150204,"Russeer Weg Nord"
160001,"Poppenrade"
160002,"Drewsstraße"
160003,"Plöner Straße"
160004,"Werftstraße"
160005,"Hangstraße"
170011,"Theodor-Storm-Schule"
160007,"Mathildenstraße"
160008,"Marinearsenal"
170001,"Stadtrat-Hahn-Park"
170002,"Ellerbeker Weg Ost"
170003,"Lütjenburger Straße"
170004,"Nissenstraße"
170005,"Peter-Hansen-Straße"
170006,"Hagener Straße"
170007,"Ostfriedhof"
170008,"Benzstraße"
170009,"Philipp-Reis-Weg"
170010,"Marienwerderstraße"
170012,"Kieler Kuhle"
170013,"Gymnasium Wellingdorf"
170014,"Wehdenweg"
170015,"Gabelsbergstraße"
170016,"Brückenstraße"
170017,"Seefischmarkt"
180101,"Schleuse"
210206,"Poggendörper Weg"
180102,"Johann-Sump-Straße"
180103,"Jaegersallee"
180104,"Gravensteiner Straße"
180105,"WSA Holtenau"
180106,"Richterstraße"
180107,"Richthofenstraße"
180108,"Bräutigamweg"
190005,"Gustav-Falke-Straße"
180109,"Hirthstraße"
180111,"MFG 5 Gelände Nord"
180112,"MFG 5 Gelände Süd"
180201,"Flugplatz Holtenau"
190006,"Friedhof Friedrichsort"
210101,"Ostuferhafen"
180202,"Boelckestraße"
190001,"Werfthafen Rathje"
190002,"Fritz-Reuter-Straße"
190003,"Wagnerring"
190004,"Wasserwerk Pries"
190007,"Friedrichsorter Straße"
190008,"Palisadenweg"
190009,"Pries"
200001,"Lindenau Werft"
200003,"Christianspries"
200004,"GemSch Friedrichsort"
200005,"Falkensteiner Straße"
200006,"An der Schanze"
200007,"MAK"
200008,"Brauner Berg"
210102,"Hasselfelde"
210201,"Schwentinebrücke"
210202,"Schönkirchener Straße"
210203,"Tiefe Allee"
210204,"Steertsraderedder"
210205,"Fachhochschule"
210207,"Lüderitzstraße"
210209,"Masurenring Ost"
210210,"Masurenring Innen West"
210211,"Hertzstraße"
210212,"Masurenring Außen Nord"
210301,"Oppendorfer Straße Süd"
210302,"Oppendorfer Straße Nord"
220101,"Preetzer Straße Süd"
220102,"Tiroler Ring Ost"
220103,"Ellerbeker Straße"
220104,"Tiroler Ring West"
220105,"Villacher Straße"
220106,"Tiroler Ring Nord"
220108,"Großer Kamp"
220109,"Tröndelsee"
220110,"Gerstenkamp"
220201,"Franzensbader Straße"
220202,"Sonthofener Straße"
220203,"Marienbacher Straße"
220204,"Friedhof Elmschenhagen"
220205,"Elmschenhagen Schulen"
220206,"Dornbusch"
220207,"Bebelplatz"
220208,"Teplitzer Straße"
220209,"Starnberger Straße"
220210,"Am Hochbehälter/Friedländer Weg"
220401,"Elmschenhagen Süd"
230204,"Steenbeker Weg West"
220301,"Rönner Weg"
220302,"Zeppelinring"
220303,"Am Wellsee"
230203,"Wetterbek"
230101,"Gut Schwartenbek"
230201,"Siedlung Fernblick"
230202,"Suchskrug"
230205,"Klausbrook NW"
230206,"Holmredder"
230207,"Steinberg"
230208,"Steenbeker Weg Ost"
230209,"Ellerkrug"
230210,"Grundschule Suchsdorf"
230211,"Rethbruch"
230212,"Alter Steenbeker Weg"
230213,"Sylter Bogen"
230214,"Nordseestraße"
230215,"Sukoring"
240102,"Graf-Luckner-Straße"
230216,"Ostseestraße"
230217,"Eckernförder Straße"
230301,"Bezirkssportanlage"
240101,"Scheidekoppel"
240103,"Funkstellenweg"
240104,"Seekante"
240105,"Dorf Schilksee"
240106,"Langenfelde"
240107,"Langenfelde Nord"
240108,"Drachenbahn"
240201,"Koppelberg"
250101,"Königsförder weg"
250102,"Mettenhof Ost"
250103,"Göteborgring"
250104,"AWO"
250201,"Kopenhagener Allee"
250202,"Jütlandring West / Fünenweg"
250203,"Jütlandring Ost / Max-Tau-Schule"
250204,"Aalborgring"
250205,"Osloring"
250206,"Heidenberger Teich"
250207,"Kurt-Schumacher-Platz"
250208,"Bergring"
250209,"BZM"
250210,"Stockholmstraße"
250211,"Helsinkistraße"
250212,"Hammerfestweg"
260001,"Vorderer Russee"
260002,"Ihlkatenweg"
260003,"Rederkamp Ost"
260004,"Rederkamp West"
260005,"Am Taubenkrug Süd"
260007,"Am Taubenkrug Nord"
260008,"Am Blöcken"
260009,"Mühlenteich"
260010,"Spreeallee Ost"
260011,"Klosterkamp"
260012,"Köpenicker Straße"
260013,"Russeer Gehege"
270106,"Hornissenweg"
270107,"Kieler Weg West"
270101,"Meimersdorf Süd"
270105,"Meimersdorf Neubaugebiet Ost"
270108,"Meimersdorfer Weg Süd"
270109,"Am Bieberbach"
270110,"Meimersdorfer Moor West"
270120,"Am Dorfplatz"
270201,"Grot Steenbusch"
270203,"Kieler Weg Mitte"
270204,"Neumeimersdorf"
280101,"Edisonstraße West"
280102,"Borsigstraße"
500512,"Altenholz Klausdorf Ost"
280103,"Barkauer Straße"
280104,"Kniestraße"
280201,"Schlüsbek"
280301,"Radewisch Süd"
280302,"Radewisch Nord"
280303,"Bornkamp"
280304,"Kieler Weg Ost"
280305,"Meimersdorfer Moor Ost"
280310,"Industriegebiet Moorsee Nord"
290004,"Bunsenstraße"
290005,"Pötterweg"
280401,"Moorsee"
290001,"Edisonstraße Süd"
290002,"Bunsenstraße"
290003,"Lise-Meitner-Straße"
500513,"Altenholz Klausdorf Mitte"
290006,"Wellsee"
290007,"Kirchenberg"
290008,"Julius-Leber-Straße"
290009,"Holzkoppel"
290010,"Kreisauer Ring"
290011,"Segeberger Landstraße"
290012,"Buschkoppel"
290013,"Hansaring"
290014,"GewGeb Segeberger Lstr. Ost"
300001,"Rönne"
400101,"Ascheberg(Holstein)"
400201,"Barmissen"
400301,"Barsbek"
400601,"Bendfeld"
402503,"Heikendorf Nord"
400702,"Sehlendorf"
403201,"Kalübbe"
409108,"Klausdorf Nord"
401001,"Boksee"
401101,"Bothkamp"
405102,"Mönkeberg Mitte"
401201,"Brodersdorf"
401301,"Dannau"
405103,"Mönkeberg West"
401501,"Dersau"
409110,"Raisdorf Ostseepark Nord"
409111,"Raisdorf Ostseepark Süd"
401601,"Dobersdorf Ort - Tökendorf"
401602,"Dobersdorf OT Lilienthal"
500516,"Altenholz Klausdorf Nord"
401801,"Fahren"
405704,"Plön - Ost"
405705,"Plön - Innenstadt"
405706,"Plön - Nord"
402001,"Fiefbergen"
402101,"Giekau"
402201,"Grebin"
405707,"Plön - Nordost"
405801,"Pohnsdorf"
402301,"Großbarkau"
405901,"Postfeld"
504316,"Eckernförde - Carlshöhe"
402501,"Kitzeberg Schrevenborn"
402502,"Heikendorf Mitte"
406203,"Preetz - Ost"
402504,"Neuheikendorf"
402701,"Högsdorf"
406205,"Preetz - Industriegebiet"
402801,"Höhndorf"
402901,"Hohenfelde"
403101,"Honigsee"
403301,"Kirchbarkau"
403401,"Kirchnüchel"
403501,"Klamp"
403701,"Klein Barkau"
403901,"Köhn"
404001,"Krokau"
407311,"Schönberg(Holstein) Ort"
404101,"Krummbek"
404301,"Laboe"
404401,"Lammershagen"
404501,"Lebrade"
404601,"Lehmkuhlen Ort - Lepahn- Trent"
407412,"Schönkirchen Augustental"
407601,"Schwartbuck"
404602,"Lehmkuhlen OT Rethwisch"
404701,"Löptin"
404801,"Lütjenburg (Stadt)"
404901,"Lutterbek"
405101,"Mönkeberg Ost"
405301,"Nehmten"
409106,"Klausdorf Heidbergredder"
405401,"Nettelsee"
505403,"Fockbek Ost"
405601,"Passade"
505404,"Fockbek MItte"
405701,"Plön - Süd"
405702,"Plön - Stadtheide"
405703,"Plön - Schlossgebiet"
406001,"Prasdorf"
406214,"Preetz - Lanker See"
406215,"Preetz - Ragniter Weg"
406301,"Probsteierhagen OT Muxall"
406302,"Probsteierhagen Ort"
406601,"Rastorfer Passau"
406602,"Rastorf-Rosenfeld"
406701,"Rathjensdorf"
407201,"Schlesen"
409107,"Klausdorf Mitte"
407302,"Schönberg(Holstein) OT Schönberger Strand"
407303,"Schönberg(Holstein) OT Kalifornien"
407310,"Schönberg(Holstein) Nord"
407401,"Oppendorf Flüggendorf"
407402,"Schönkirchen Anschützstraße"
407403,"Schönhorst (Schönkirchen)"
407404,"Schönkirchen GewG Söhren"
407410,"Schönkirchen Dorfstraße"
407411,"Schönkirchen Post"
407701,"Selent"
407801,"Stakendorf"
407901,"Stein"
408001,"Stolpe"
408101,"Stoltenberg"
408201,"Tröndel"
409118,"Raisdorf Travestraße"
408301,"Tasdorf"
408401,"Wahlstorf"
408501,"Wankendorf"
408601,"Warnau"
408701,"Wendtorf"
408801,"Wisch-Ort"
408802,"Wisch-Strand"
408901,"Wittmoldt"
409001,"Fargau-Pratjau OT Fargau"
409002,"Fargau-Pratjau OT Pratjau"
409105,"Preetzer Chaussee"
409112,"Raisdorf Bekholz Reuterkoppel"
409113,"Raisdorf Bekholz Nord"
409116,"Raisdorf St. Annen-Weg"
409117,"Raisdorf südl Bahn"
409120,"Raisdorf Fernsichtweg"
409121,"Raisdorf zum See"
500102,"Achterwehr Ort"
500301,"Alt Duvenstedt"
500401,"Altenhof"
500514,"Altenholz Klausdorf Süd"
500515,"Altenholz Klausdorf West"
500101,"Achterwehr Land"
500511,"Altenholz OT Stift West"
500501,"Altenholz Gewerbegebiet"
500504,"Altenholz OT Dehnhöft"
500510,"Altenholz OT Stift Ost"
500701,"Arpsdorf"
500801,"Ascheffel"
500901,"Aukrug"
500902,"Aukrug Bahnhof"
501001,"Bargstall"
501101,"Bargstedt"
501201,"Barkelsby"
502203,"Bordesholm Nord"
501301,"Beldorf"
503401,"Büdelsdorf - West"
501401,"Bendorf"
501501,"Beringstedt"
501601,"Bissee"
501901,"Böhnhusen"
502101,"Bokel"
503410,"Büdelsdorf - Nord"
503411,"Büdelsdorf - Mitte"
502201,"Bordesholm Süd"
502202,"Bordesholm Bahnhof"
503412,"Büdelsdorf - Memelstraße"
503413,"Büdelsdorf - Freenet"
502204,"Bordesholm  West"
502205,"Bordesholm GewG Moorweg"
503414,"Büdelsdorf - Ost"
505801,"Gettorf-Süd"
502301,"Borgdorf-Seedorf"
504317,"Eckernförde - GE Rosseer Weg"
502401,"Borgstedt"
502501,"Bornholt"
503601,"Christiansholm"
502601,"Bovenau Ort - Wakendorf"
504321,"Eckernförde - Borby Mühlenberg"
504322,"Eckernförde - GE Noorstraße"
502602,"Bovenau OT Ehlersdorf"
503701,"Dänischenhagen Gewerbegebiet"
502701,"Brammer"
502801,"Bredenbek"
502901,"Breiholz"
503001,"Brekendorf"
503101,"Brinjahe"
503702,"Dänischenhagen OT Kaltenhof"
504323,"Eckernförde - Norderstraße"
503201,"Schönhagen"
503202,"Brodersby (Ostsee)"
503301,"Brügge"
503703,"Dänischenhagen Ort - Scharnhagen"
504304,"Eckernförde - Mitte"
503801,"Dätgen"
504314,"Eckernförde - Zentrum Süd"
503901,"Damendorf"
504315,"Eckernförde - Stolbergring"
504001,"Vogelsang-Günholz"
504324,"Eckernförde - Kaserne Nord"
504002,"Damp"
504312,"Eckernförde - GE Rendsburger Straße"
504308,"Eckernförde - Gammelbyer Straße"
504310,"Eckernförde - Schulzentrum Süd"
504311,"Eckernförde - Domstag"
504313,"Eckernförde - Diestelkamp"
504325,"Eckernförde - Prinzenstraße"
504401,"Ehndorf"
504501,"Eisendorf"
504601,"Ellerdorf"
505002,"Felde - Bahnhof"
504801,"Embühren"
504901,"Emkendorf"
505001,"Felde Ort"
505201,"Fleckeby"
505303,"Flintbek OT Voorde"
505202,"Götheby-Holm"
505402,"Fockbek Südwest"
505301,"Flintbek Südost"
505302,"Flintbek Mitte"
505304,"Flintbek OT Kleinflintbek"
505401,"Fockbek Südost"
505405,"Fockbeker Moor"
505501,"Friedrichsgraben"
505601,"Friedrichsholm"
505802,"Gettorf-Ost"
505701,"Gammelby"
505803,"Gettorf-Mitte"
505804,"Gettorf-Gewerbegebiet"
509206,"Kronshagen Bredowstraße"
505901,"Gnutz"
506101,"Gokels"
509207,"Kronshagen Meddagskamp"
509208,"Kronshagen Suchsdorfer Weg"
509209,"Kronshagen GewG Eichkoppelweg"
506201,"Grauel"
509210,"Kronshagen Schulzentrum"
506301,"Grevenkrug"
509212,"Kronshagen Kopperpahler Allee"
509213,"Kronshagen Eckernförder Straße Nord"
506501,"Groß Vollstedt"
506601,"Groß Wittensee"
506701,"Güby"
506901,"Haby"
512402,"Osterrönfeld West"
507101,"Hamweddel"
507201,"Hanerau-Hademarschen"
510401,"Melsdorf GewG Am Ihlberg"
507301,"Haßmoor"
507401,"Heinkenborstel"
510703,"Molfsee-Schulensee"
512403,"Osterrönfeld Nord"
507501,"Hörsten"
511601,"Noer"
512404,"Osterrönfeld Gewerbegebiet"
507701,"Hohenwestedt Süd"
507702,"Hohenwestedt Mitte"
507703,"Hohenwestedt Nord"
511701,"Nortorf - Süd"
513507,"Rendsburg - Schleife Nord"
508101,"Holzbunge"
511702,"Nortorf - Mitte"
513508,"Rendsburg - Innenstadt"
508201,"Söby"
508202,"Holzdorf"
508301,"Hütten"
508401,"Hummelfeld"
508501,"Jahrsdorf"
513509,"Rendsburg - Rotenhof Süd"
513510,"Rendsburg - Kronwerk"
513511,"Rendsburg - Schleife Werft"
508601,"Jevenstedt OT Nienlanden-Nienkattbek"
508602,"Jevenstedt Ort"
508801,"Klein Wittensee"
508701,"Karby"
509202,"Kronshagen Villenweg"
509203,"Kronshagen Am Gartenheim"
508901,"Königshügel"
509001,"Kosel"
509204,"Kronshagen Wendenstraße"
509205,"Kronshagen Vogteiweg"
513512,"Rendsburg - Seemühlen"
509101,"Krogaspe"
509201,"Kronshagen Hofbrook"
513513,"RD - Rotenhof Nord"
509301,"Krummwisch"
509401,"Langwedel"
509701,"Lohe-Föhrden"
513514,"RD Sumsheide Süd"
513515,"RD Feldwebel-Schmid-Kaserne"
509801,"Loop"
513516,"RD - Mastbrook Süd"
510101,"Luhnstedt"
510201,"Goosefeld"
513517,"RD GE-Gebiet Büsumer Str"
510301,"Meezen"
510402,"Melsdorf"
510501,"Mielkendorf"
510601,"Mörel"
510701,"Molfsee"
510702,"Rammsee"
510801,"Mühbrook"
511201,"Altwittenbek"
511202,"Neuwittenbek"
511301,"Nienborstel"
511501,"Nindorf"
511703,"Nortorf - Thienbüttel"
512001,"Oldenhütten"
511801,"Nübbel"
511901,"Oldenbüttel"
512101,"Osdorf Ort"
512201,"Ostenfeld"
512301,"Osterby"
512401,"Osterrönfeld Süd"
512501,"Osterstedt"
512601,"Ottendorf"
512701,"Owschlag"
512702,"Owschlag-Nord / Norby"
513518,"RD Eiderpark"
513519,"RD - Mastbrook Nord"
512801,"Padenstedt"
513520,"Rendsburg - Neuwerk Süd"
512901,"Prinzenmoor"
513001,"Quarnbek Ort - Flemhude"
513521,"Rendsburg - Kaiserstraße"
513523,"Rendsburg - Imland-Klinik"
513527,"Rendsburg - Untereider"
513002,"Quarnbek OT Landwehr-Strohbrück-Stampe"
513101,"Rade b. Hohenwestedt"
513201,"Rade b. Rendsburg"
513522,"Rendsburg - Paradeplatz"
513301,"Reesdorf"
513401,"Remmels"
513501,"Rendsburg - Süd"
513502,"Rendsburg - Hoheluft"
513504,"Rendsburg - Bahnhof"
513505,"Rendsburg - Schleife Mitte"
513506,"Rendsburg - Schleife Ost"
513601,"Rickert"
513702,"Rieseby Land"
513801,"Rodenbek"
514001,"Schacht-Audorf Süd"
514002,"Schacht-Audorf"
514101,"Schierensee"
515003,"Schwedeneck OT Dänisch-Nienhof - Stohl"
514201,"Schinkel"
514301,"Schmalstede"
514401,"Schönbek"
600017,"Neumünster Einfeld West"
514501,"Schönhorst (Kreis RD)"
514601,"Schülldorf Bahnhof"
514602,"Schülldorf Ort"
514701,"Schülp b. Nortorf"
515401,"Sophienhamm"
514801,"Schülp b. Rendsburg"
515001,"Schwedeneck OT Sprenge - Kuhholzberg - Birkenmoor"
515002,"Schwedeneck OT Krusendorf - Surendorf"
515101,"Seefeld"
515301,"Sören"
515501,"Stafstedt"
515601,"Steenfeld"
516202,"Sieseby"
515901,"Tappendorf"
517003,"Wattenbek West"
516001,"Techelsdorf"
517101,"Westensee"
1105107,"Heide"
516101,"Thaden"
516201,"Thumby"
516301,"Timmaspe"
516501,"Tüttendorf"
516601,"Langholz"
517201,"Westerrönfeld Gewerbegebiet"
516602,"Waabs"
516603,"Groß-Waabs"
517202,"Westerrönfeld Süd"
517204,"Westerrönfeld Ost"
516701,"Wapelfeld"
600008,"Neumünster Innenstadt"
600009,"Neumünster Freesenburg"
516801,"Warder"
516901,"Wasbek Ost"
600010,"Neumünster Böcklersiedlung"
516902,"Wasbek"
600011,"Neumünster Brachenfeld"
517001,"Wattenbek Süd"
517002,"Wattenbek Ort"
517301,"Windeby"
600012,"Neumünster Gartenstadt"
517302,"Kochendorf"
600013,"Neumünster Tungendorf Ost"
600015,"Neumünster GewPark Eichhof"
517401,"Winnemark"
600001,"Neumünster Indgebiet Süd"
600002,"Neumünster Wittorf"
600016,"Neumünster Einfeld Ost"
600003,"Neumünster Gadeland"
600005,"Neumünster Lindenstraße "
600006,"Neumünster Faldera"
600007,"Neumünster Ruthenberg"
1100101,"Flensburg"
1100301,"Lübeck"
1105102,"Schafstedt"
1105103,"Dithmarschen West"
1105104,"Albersdorf"
1105106,"Nordhastedt"
1105108,"Wrohm"
1105109,"Westerbostel"
1105401,"Kreis Nordfriesland"
1105501,"Scharbeutz/Bad Schwartau"
1105502,"Ahrensbök/Stockelsdorf"
1105503,"Bosau"
1106104,"Kellinghusen"
1105504,"Neustadt in Holstein"
1106107,"Brokstedt"
1105505,"Eutin"
1105506,"Malente OT Timmdorf"
1105507,"Malente Ort - Gremsmühlen"
1105509,"Ostholstein-Mitte"
